Time,Position,Symbol,Type,Volume,Price,S / L,T / P,Time,Price,Commission,Swap,Profit
2023.12.06 23:09:49,87497324,#USNDAQ100,sell,2,15 807.80,16 000.00,8 000.00,2023.12.07 17:36:40,16 000.00,0.00, 1.94,- 305.71
2023.12.07 18:21:35,87586376,#USNDAQ100,sell,1,15 940.07,16 040.00,10 000.00,2023.12.07 19:19:11,16 040.45,0.00,0.00,- 79.80
2023.12.07 21:30:00,87605788,#USNDAQ100,buy,4,16 151.35,16 241.50,16 576.00,2023.12.13 21:55:07,16 576.25,0.00,- 43.94,1 346.32
2023.12.11 22:00:00,87877686,USDJPY,buy,0.5, 146.165, 145.234, 149.257,2023.12.12 09:06:03, 145.234,0.00, 3.23,- 254.74
2023.12.12 16:00:00,87950217,GBPUSD,sell,0.2, 1.25425, 1.26324, 1.24788,2023.12.13 21:52:17, 1.25927,0.00,- 0.16,- 79.45
2023.12.14 09:00:00,88157638,#USNDAQ100,buy,2,16 677.40,16 483.45,16 960.88,2023.12.14 20:26:20,16 483.32,0.00,0.00,- 304.30
2023.12.15 07:00:01,88317160,#Japan225,buy,1,32 977.50,32 682.25,33 785.10,2023.12.18 02:01:21,32 677.50,0.00,- 5.44,- 236.77
2023.12.19 07:00:00,88524315,#Japan225,buy,2,33 147.50,33 544.00,33 857.00,2023.12.19 13:59:20,33 544.00,0.00,0.00, 624.26
2023.12.19 14:00:00,88556983,#Japan225,buy,1,33 556.00,33 556.00,34 216.10,2023.12.20 11:03:29,33 554.00,0.00,- 1.81,- 1.58
2023.12.20 09:00:00,88633101,#USNDAQ100,buy,2,16 853.65,16 804.07,17 019.79,2023.12.20 10:33:19,16 803.95,0.00,0.00,- 78.51
2023.12.20 21:30:00,88718075,#USNDAQ100,buy,2,16 833.17,16 783.45,16 997.69,2023.12.20 21:39:40,16 783.05,0.00,0.00,- 79.19
2023.12.26 14:00:19,88979381,#Japan225,buy,1,33 309.50,33 309.50,34 081.00,2023.12.28 17:32:25,33 305.50,0.00,- 3.61,- 3.13
2023.12.28 09:00:00,89137208,#USNDAQ100,buy,2,16 985.00,16 905.15,17 133.05,2023.12.28 10:00:48,16 983.25,0.00,0.00,- 2.74
2023.12.29 14:00:00,89262665,#Japan225,buy,1,33 479.50,33 328.91,34 159.95,2023.12.29 17:54:29,33 328.00,0.00,0.00,- 118.98
2024.01.08 20:00:00,90045623,#USNDAQ100,buy,4,16 594.16,16 668.55,16 767.16,2024.01.10 17:02:51,16 666.02,0.00,- 21.67, 225.94
2024.01.10 07:00:00,90213236,#Japan225,buy,2,34 574.38,35 025.50,35 379.95,2024.01.11 08:34:52,35 387.50,0.00,- 3.61,1 273.25
2024.01.11 14:00:00,90391238,#Japan225,buy,2,35 346.25,35 346.25,36 192.55,2024.01.12 22:13:03,35 562.50,0.00,- 3.61, 338.87
2024.01.15 08:27:21,90735219,GOLD,buy,0.2,2 056.14,2 032.17,2 088.58,2024.01.16 15:14:53,2 031.51,0.00,- 5.58,- 389.72
2024.01.16 14:00:00,90910276,#Japan225,buy,1,35 848.75,35 848.75,36 800.33,2024.01.17 03:45:48,35 847.50,0.00,- 1.82,- 0.99
2024.01.18 14:00:00,91259700,#Japan225,buy,2,35 891.25,36 512.85,37 001.25,2024.01.23 05:55:16,36 512.50,0.00,- 16.29, 976.19
2024.01.19 21:30:00,91463054,#USNDAQ100,buy,4,17 367.62,17 367.61,17 631.34,2024.01.22 17:30:43,17 367.57,0.00,- 16.29,- 0.14
2024.01.24 14:00:00,91836974,#Japan225,buy,1,36 286.25,36 130.00,37 080.25,2024.01.24 15:56:18,36 128.75,0.00,0.00,- 123.40
2024.01.24 20:00:00,91915878,#Japan225,buy,1,36 418.25,36 208.25,37 212.25,2024.01.24 23:07:35,36 207.00,0.00,0.00,- 166.16
2024.01.25 21:07:48,92087990,EURUSD,sell,0.75, 1.08265, 1.08830, 1.06000,2024.01.26 15:30:10, 1.08857,0.00, 0.81,- 348.38
2024.01.26 16:12:43,92171399,GBPUSD,buy,0.25, 1.27522, 1.27000, 1.40000,2024.01.26 20:53:03, 1.27000,0.00,0.00,- 102.76
2024.01.31 08:00:00,92543940,#Japan225,buy,1,36 292.50,36 005.91,36 791.00,2024.01.31 17:15:48,36 003.75,0.00,0.00,- 226.60
2024.01.31 17:30:04,92634056,GOLD,buy,0.1,2 053.12,2 034.10,2 072.44,2024.01.31 22:04:04,2 033.78,0.00,0.00,- 152.66
2024.02.07 08:25:07,93424648,EURUSD,sell,0.25, 1.07605, 1.08500, 1.00000,2024.02.09 12:05:58, 1.07691,0.00, 1.63,- 17.05
2024.02.07 14:00:00,93465778,#Japan225,buy,1,36 121.25,36 427.79,36 668.65,2024.02.08 04:03:50,36 672.50,0.00,- 1.82, 436.20
2024.02.08 07:00:00,93583034,#Japan225,buy,1,36 972.50,36 680.54,37 510.90,2024.02.08 16:00:00,36 828.75,0.00,0.00,- 114.28
2024.02.12 20:00:16,94282156,#Japan225,buy,2,37 781.88,37 781.88,38 500.00,2024.02.13 15:54:41,37 778.75,0.00,- 1.82,- 4.96
2024.02.14 14:00:00,94634564,#Japan225,buy,2,38 110.00,38 577.60,38 945.00,2024.02.16 02:07:49,38 802.50,0.00,- 5.48,1 099.19
2024.02.14 20:05:31,94697257,EURUSD,sell,0.5, 1.07312, 1.08290, 1.00000,2024.02.20 16:21:19, 1.08292,0.00, 3.66,- 387.34
2024.02.22 09:00:00,95623453,#USNDAQ100,buy,2,17 783.60,17 866.49,17 976.37,2024.02.22 20:09:16,17 976.55,0.00,0.00, 304.93
2024.02.22 14:00:00,95714721,#Japan225,buy,1,39 291.25,39 291.25,39 869.17,2024.02.26 02:09:51,39 287.50,0.00,- 7.26,- 2.96
2024.02.22 21:30:00,95838146,#USNDAQ100,buy,2,18 040.25,17 948.15,18 232.72,2024.02.23 18:04:01,17 948.15,0.00,- 5.45,- 145.31
2024.02.23 17:30:00,95942294,GOLD,buy,0.1,2 027.16,2 036.63,2 044.37,2024.02.23 19:29:05,2 036.62,0.00,0.00, 74.61
2024.02.29 17:30:00,96795299,GOLD,buy,0.4,2 056.53,2 069.83,2 080.72,2024.03.01 18:55:16,2 080.74,0.00,- 5.66, 765.64
2024.03.01 07:00:00,96886842,#Japan225,buy,1,39 962.50,40 180.93,40 352.55,2024.03.01 23:05:03,40 180.00,0.00,0.00, 171.85
2024.03.01 20:00:00,97061327,#USNDAQ100,buy,4,18 295.85,18 080.05,18 524.58,2024.03.05 16:31:38,18 190.20,0.00,- 21.78,- 332.78
2024.03.01 21:30:00,97074751,GOLD,buy,0.2,2 085.46,2 094.74,2 102.33,2024.03.04 16:35:35,2 094.69,0.00,- 5.65, 145.57
2024.03.04 17:30:00,97282538,GOLD,buy,0.2,2 101.11,2 111.38,2 119.79,2024.03.04 18:51:41,2 119.79,0.00,0.00, 294.20
2024.03.04 21:30:00,97325427,GOLD,buy,0.2,2 116.33,2 126.54,2 134.90,2024.03.05 15:31:07,2 135.05,0.00,- 5.63, 295.14
2024.03.05 08:00:00,97363747,#Japan225,buy,1,40 138.00,39 897.50,40 733.17,2024.03.05 20:18:03,39 897.25,0.00,0.00,- 189.48
2024.03.06 14:00:00,97655119,#Japan225,buy,1,40 209.75,40 209.75,40 820.67,2024.03.07 03:00:11,40 209.50,0.00,- 1.81,- 0.20
2024.03.07 11:30:00,97900713,#Japan225,buy,1,39 403.75,39 234.40,40 044.83,2024.03.07 12:00:00,39 420.75,0.00,0.00, 13.33
2024.03.07 20:00:00,98038505,#Japan225,buy,1,39 816.25,39 501.26,40 396.83,2024.03.08 11:46:23,39 498.75,0.00,- 1.80,- 247.60
2024.03.12 08:00:00,99799535,#Japan225,buy,1,38 859.00,38 859.00,39 911.92,2024.03.13 02:57:52,38 857.50,0.00,- 1.80,- 1.17
2024.03.15 14:00:00,100592208,#Japan225,buy,1,38 961.25,38 753.00,39 732.42,2024.03.15 16:05:39,38 752.25,0.00,0.00,- 163.97
2024.03.15 22:00:00,100675080,USDJPY,buy,0.5, 149.099, 150.032, 150.894,2024.03.19 09:28:57, 150.024,0.00, 5.00, 242.59
2024.03.18 04:00:00,100730295,#Japan225,buy,2,39 656.50,40 008.74,40 285.50,2024.03.20 02:12:57,40 289.00,0.00,- 7.23, 994.83
2024.03.18 16:00:00,100816922,#USNDAQ100,buy,2,18 070.20,17 950.90,18 304.00,2024.03.19 02:46:58,17 948.40,0.00,- 5.42,- 191.51
2024.03.19 20:00:03,101042310,#USNDAQ100,buy,2,18 044.00,17 927.00,18 284.26,2024.03.20 19:17:16,18 043.20,0.00,- 5.42,- 1.26
2024.03.20 14:00:00,101128252,#Japan225,buy,2,40 476.13,40 476.13,41 286.58,2024.03.21 03:24:38,40 474.25,0.00,- 3.60,- 2.93
2024.03.20 21:30:00,101246116,#USNDAQ100,buy,2,18 268.35,18 369.09,18 502.63,2024.03.21 20:09:55,18 368.45,0.00,- 5.40, 158.15
2024.03.20 21:30:00,101246117,GOLD,buy,0.2,2 188.24,2 152.88,2 214.19,2024.03.21 00:16:15,2 217.02,0.00,- 16.83, 449.97
2024.03.26 12:00:00,101835835,GOLD,buy,0.2,2 191.10,2 210.21,2 225.85,2024.03.28 13:03:00,2 210.16,0.00,- 23.01, 302.12
2024.03.26 14:00:00,101856295,#Japan225,buy,1,40 647.25,40 647.25,41 240.92,2024.03.27 09:30:02,40 645.75,0.00,- 1.82,- 1.19
2024.04.01 07:00:00,102401669,#Japan225,buy,1,39 955.50,39 679.25,40 487.83,2024.04.01 08:00:00,39 939.00,0.00,0.00,- 13.07
2024.04.01 09:00:00,102409661,#USNDAQ100,buy,2,18 382.90,18 264.15,18 560.25,2024.04.01 18:13:24,18 264.15,0.00,0.00,- 189.15
2024.04.02 17:30:00,102659413,GOLD,buy,0.2,2 275.49,2 261.09,2 308.90,2024.04.02 17:47:48,2 260.95,0.00,0.00,- 231.54
2024.04.03 20:00:00,102878044,#USNDAQ100,buy,2,18 226.60,18 302.00,18 402.41,2024.04.04 18:13:00,18 301.05,0.00,- 5.45, 117.55
2024.04.03 20:00:00,102878045,#Japan225,buy,2,40 023.00,39 728.46,40 800.92,2024.04.04 21:08:21,39 728.25,0.00,- 3.64,- 465.69
2024.04.05 17:30:00,103237989,GOLD,buy,0.3,2 316.59,2 297.81,2 351.23,2024.04.08 05:39:13,2 351.35,0.00,- 8.98, 825.04
2024.04.08 14:00:00,103400280,#Japan225,buy,1,39 512.25,39 512.25,40 401.25,2024.04.09 13:35:01,39 512.75,0.00,- 1.82, 0.39
2024.04.08 21:30:00,103485621,GOLD,buy,0.2,2 341.95,2 341.95,2 384.96,2024.04.09 18:51:27,2 341.94,0.00,- 5.97,- 0.16
2024.04.09 23:30:00,103675699,#USNDAQ100,buy,2,18 222.00,18 100.15,18 401.44,2024.04.10 15:30:17,18 098.05,0.00,- 5.44,- 196.06
2024.04.10 21:00:00,103862237,USDJPY,buy,0.5, 152.795, 153.206, 153.586,2024.04.12 14:25:02, 153.203,0.00, 8.52, 106.75
2024.04.11 16:00:00,103977002,#USNDAQ100,buy,2,18 081.10,18 008.85,18 283.61,2024.04.11 17:16:09,18 008.80,0.00,0.00,- 115.36
2024.04.11 21:30:00,104055088,#USNDAQ100,buy,2,18 333.40,18 121.00,18 535.11,2024.04.12 16:27:53,18 121.00,0.00,- 5.49,- 341.28
2024.04.11 21:30:00,104055090,GOLD,buy,0.2,2 361.99,2 386.60,2 406.74,2024.04.12 06:38:19,2 386.47,0.00,- 6.02, 390.11
2024.04.12 17:30:00,104196109,GOLD,buy,0.2,2 414.17,2 400.78,2 460.18,2024.04.12 18:24:54,2 400.74,0.00,0.00,- 215.85
2024.04.15 21:30:00,104558735,GOLD,buy,0.2,2 367.67,2 367.67,2 426.84,2024.04.16 10:54:09,2 367.68,0.00,- 6.07, 0.16
